INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
192,0,0,0,40,0,11,"$49,780",No,$0,z_No,z_F,<High School,Clerical,52,Private,"$10,500",6,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
194,0,0,0,45,0,11,"$60,845",No,$0,z_No,z_F,Bachelors,Manager,31,Private,"$24,260",4,Minivan,no,$0,0,No,0,18,Highly Urban/ Urban
196,1,6087,0,42,0,12,"$136,344",No,$0,z_No,z_F,PhD,Doctor,45,Private,"$13,160",1,Sports Car,no,$0,0,No,0,17,Highly Urban/ Urban
197,0,0,0,36,0,7,"$70,313",No,"$211,506",Yes,z_F,Bachelors,Professional,55,Private,"$14,960",6,Minivan,no,"$7,650",3,No,5,4,Highly Urban/ Urban
198,0,0,0,45,3,15,"$23,773",Yes,$0,z_No,z_F,z_High School,Home Maker,9,Commercial,"$34,510",7,Van,no,$0,0,No,0,1,z_Highly Rural/ Rural
199,0,0,0,52,0,11,"$115,713",No,"$327,167",z_No,z_F,Bachelors,Professional,28,Private,"$21,660",6,Sports Car,no,$0,0,No,0,11,z_Highly Rural/ Rural
200,0,0,0,41,0,8,"$55,364",No,$0,z_No,M,z_High School,Clerical,17,Commercial,"$31,390",1,Panel Truck,yes,$0,0,No,3,1,z_Highly Rural/ Rural
201,0,0,0,36,0,14,"$27,693",No,"$130,324",Yes,z_F,<High School,Clerical,37,Private,"$11,300",10,Sports Car,no,"$19,385",1,No,4,7,Highly Urban/ Urban
202,0,0,0,56,0,0,$0,No,"$103,058",Yes,z_F,Bachelors,Home Maker,29,Private,"$27,890",13,z_SUV,no,"$25,147",2,No,0,9,Highly Urban/ Urban
203,0,0,1,53,1,0,$0,No,$0,Yes,z_F,<High School,Student,34,Private,"$1,500",10,Sports Car,no,"$1,175",3,No,2,7,z_Highly Rural/ Rural
204,1,3894,0,39,0,12,"$32,936",No,"$169,721",z_No,z_F,z_High School,Clerical,12,Private,"$1,500",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
205,0,0,0,38,0,11,"$33,151",No,"$184,852",Yes,z_F,Bachelors,Professional,31,Private,"$11,530",13,z_SUV,no,$0,0,No,0,9,z_Highly Rural/ Rural
206,1,2659,1,45,3,0,$0,Yes,$0,z_No,M,z_High School,Home Maker,36,Private,"$16,510",4,Minivan,no,"$17,445",3,Yes,0,1,Highly Urban/ Urban
207,0,0,0,46,0,14,"$24,575",No,"$176,282",Yes,z_F,z_High School,Home Maker,73,Private,"$8,560",10,Sports Car,no,$0,0,No,0,9,z_Highly Rural/ Rural
208,0,0,0,43,2,16,"$32,546",No,"$200,891",Yes,M,<High School,Clerical,49,Private,"$5,800",10,Minivan,yes,$0,0,No,1,5,Highly Urban/ Urban
209,0,0,1,54,1,0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,21,Private,"$18,820",6,z_SUV,no,"$5,537",1,No,6,9,Highly Urban/ Urban
210,0,0,0,55,0,16,"$163,158",No,"$431,809",Yes,M,Masters,,44,Commercial,"$23,320",10,Panel Truck,no,$0,0,No,3,19,Highly Urban/ Urban
211,0,0,0,61,0,10,"$58,212",No,"$226,638",Yes,z_F,<High School,z_Blue Collar,37,Private,"$13,420",1,Sports Car,no,"$3,573",3,No,3,1,z_Highly Rural/ Rural
214,1,6693,0,53,0,15,"$84,345",No,"$264,549",Yes,z_F,Bachelors,Manager,36,Private,"$9,930",4,z_SUV,no,$0,0,No,3,5,Highly Urban/ Urban
215,0,0,0,52,0,12,"$24,590",No,"$166,773",Yes,M,z_High School,z_Blue Collar,59,Commercial,"$10,350",14,Minivan,yes,"$1,507",1,No,0,,Highly Urban/ Urban
216,0,0,0,54,0,15,"$107,808",No,"$278,940",Yes,z_F,Bachelors,Manager,45,Commercial,"$27,020",7,Pickup,no,"$1,780",3,No,0,6,Highly Urban/ Urban
218,0,0,0,51,0,15,"$76,443",No,"$257,889",Yes,z_F,Masters,Lawyer,7,Private,"$25,450",6,z_SUV,no,"$5,958",2,No,5,,Highly Urban/ Urban
219,0,0,0,39,2,12,"$59,685",No,"$197,089",Yes,M,z_High School,z_Blue Collar,42,Commercial,"$7,470",7,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural
220,0,0,0,38,0,12,"$90,647",No,"$251,629",Yes,z_F,Masters,Lawyer,38,Private,"$13,740",4,Minivan,no,"$8,450",1,No,0,15,z_Highly Rural/ Rural
221,1,4380,0,42,0,10,"$43,174",No,"$208,811",z_No,M,<High School,z_Blue Collar,48,Commercial,"$10,020",13,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
222,1,1826,0,31,2,14,"$30,653",Yes,$0,z_No,z_F,z_High School,Clerical,41,Private,"$12,930",13,Sports Car,no,"$35,666",2,Yes,0,7,Highly Urban/ Urban
224,0,0,0,41,2,0,$0,Yes,"$54,130",z_No,z_F,Masters,Home Maker,18,Private,"$32,090",6,Minivan,no,$0,0,No,0,17,z_Highly Rural/ Rural
225,1,6716,3,36,4,0,,No,$0,Yes,z_F,z_High School,Student,54,Private,"$1,500",4,z_SUV,no,$0,0,No,5,10,Highly Urban/ Urban
227,0,0,0,49,0,13,"$59,148",No,"$162,428",Yes,z_F,z_High School,Professional,18,Private,"$12,310",1,z_SUV,no,"$8,948",1,No,0,1,Highly Urban/ Urban
229,0,0,0,47,0,10,"$81,899",No,"$232,928",z_No,M,z_High School,Professional,25,Private,"$14,390",1,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
231,0,0,0,45,3,,"$1,158",No,$0,Yes,z_F,z_High School,Student,10,Commercial,"$6,120",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
232,0,0,0,53,0,15,"$114,088",No,"$306,745",Yes,z_F,z_High School,Manager,25,Private,"$22,920",10,Pickup,no,$0,0,No,0,8,Highly Urban/ Urban
233,0,0,0,51,0,13,"$80,621",No,"$256,152",Yes,z_F,z_High School,Professional,27,Private,"$25,700",1,Van,no,$0,0,No,0,1,Highly Urban/ Urban
234,0,0,0,51,1,12,"$94,328",No,"$327,651",Yes,z_F,Masters,Lawyer,44,Private,"$6,900",3,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
235,1,53571.214081,0,36,3,11,"$49,703",Yes,"$253,132",z_No,M,Masters,,37,Commercial,"$42,550",1,Panel Truck,yes,"$35,879",1,Yes,0,20,Highly Urban/ Urban
236,0,0,0,43,0,12,,No,"$179,229",z_No,z_F,Bachelors,Manager,55,Private,"$8,160",1,z_SUV,no,"$6,836",3,No,0,6,Highly Urban/ Urban
237,0,0,0,43,0,11,,No,"$209,570",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$13,160",13,Minivan,no,"$8,569",3,Yes,3,1,Highly Urban/ Urban
238,1,4257,0,53,0,13,"$25,289",No,"$108,139",Yes,z_F,<High School,Home Maker,31,Private,"$13,850",1,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
239,0,0,0,40,0,7,"$95,405",No,$0,z_No,M,Masters,,34,Commercial,"$24,220",4,Panel Truck,no,$0,0,No,3,14,Highly Urban/ Urban
240,1,4277,0,31,3,14,"$26,112",No,"$117,229",Yes,z_F,<High School,Clerical,58,Private,"$14,030",3,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural
242,1,19597.135871,0,58,0,12,"$131,560",No,,z_No,z_F,PhD,Doctor,40,Private,"$14,870",1,z_SUV,no,$0,0,No,2,14,Highly Urban/ Urban
244,0,0,0,50,0,14,"$90,566",No,"$295,771",z_No,z_F,Masters,Lawyer,40,Private,"$23,260",17,Van,no,$0,0,No,0,18,Highly Urban/ Urban
245,0,0,0,45,2,12,"$62,447",Yes,"$203,472",z_No,M,z_High School,z_Blue Collar,39,Commercial,"$12,240",7,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
246,0,0,0,46,0,5,"$108,701",No,"$337,340",Yes,z_F,Masters,Manager,39,Private,"$12,070",3,z_SUV,no,$0,0,No,0,17,Highly Urban/ Urban
247,0,0,0,47,0,12,"$94,774",No,"$254,197",z_No,M,z_High School,Manager,43,Commercial,"$21,070",1,Van,no,"$3,460",1,No,1,13,Highly Urban/ Urban
248,0,0,1,43,2,16,"$72,357",No,"$288,115",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$23,190",1,Minivan,yes,$0,0,No,0,7,Highly Urban/ Urban
250,0,0,0,48,0,11,"$140,112",No,"$336,063",z_No,z_F,PhD,,47,Commercial,"$28,380",10,Pickup,no,$0,0,No,2,17,Highly Urban/ Urban
251,0,0,0,39,0,11,"$19,016",No,"$173,712",z_No,M,z_High School,Professional,22,Commercial,"$10,950",13,Pickup,yes,$0,0,No,0,8,z_Highly Rural/ Rural
252,0,0,0,49,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,55,Private,"$19,810",7,Minivan,no,$0,0,No,1,1,z_Highly Rural/ Rural
253,0,0,0,45,0,,"$19,909",No,"$130,331",Yes,z_F,<High School,Clerical,14,Private,"$7,990",1,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
254,0,0,0,36,0,,"$4,885",No,"$99,107",Yes,z_F,Masters,Lawyer,35,Private,"$7,080",6,z_SUV,no,"$5,486",1,No,5,17,Highly Urban/ Urban
255,1,2738,1,59,1,12,"$119,382",Yes,$0,z_No,z_F,Masters,Manager,26,Commercial,"$24,130",13,Pickup,no,$0,0,No,0,16,Highly Urban/ Urban
256,0,0,0,60,0,13,"$89,511",No,"$224,350",Yes,M,Masters,,5,Commercial,"$11,380",4,Pickup,yes,"$4,470",3,No,0,15,Highly Urban/ Urban
257,0,0,0,49,0,15,"$107,375",No,"$332,673",Yes,z_F,Bachelors,Professional,12,Private,"$19,840",3,z_SUV,no,$0,0,No,0,,Highly Urban/ Urban
258,0,0,0,45,2,13,"$36,947",No,"$165,094",Yes,z_F,z_High School,Clerical,32,Private,"$6,200",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
259,0,0,0,34,2,13,"$27,581",Yes,$0,z_No,M,<High School,z_Blue Collar,38,Commercial,"$12,250",4,Minivan,yes,$0,0,No,6,5,z_Highly Rural/ Rural
260,1,1146,0,57,0,14,"$8,212",No,$0,Yes,M,<High School,Student,5,Private,"$7,200",4,Pickup,yes,$0,0,No,0,,Highly Urban/ Urban
261,0,0,0,33,1,11,"$86,187",Yes,"$241,285",z_No,M,Bachelors,Professional,81,Private,"$13,420",17,Minivan,no,$0,0,No,1,5,z_Highly Rural/ Rural
262,0,0,0,52,0,12,"$42,255",No,$0,z_No,M,z_High School,z_Blue Collar,61,Commercial,"$22,280",3,Minivan,no,$0,0,No,1,12,Highly Urban/ Urban
263,0,0,0,53,0,13,"$37,646",No,,Yes,z_F,z_High School,Clerical,19,Private,"$16,020",4,z_SUV,no,"$7,462",2,No,0,10,Highly Urban/ Urban
264,0,0,0,57,0,8,,No,"$261,901",Yes,z_F,Bachelors,z_Blue Collar,41,Commercial,"$32,530",1,Minivan,no,$0,0,No,2,9,Highly Urban/ Urban
265,0,0,0,37,0,11,"$116,043",No,$0,z_No,z_F,Bachelors,Home Maker,40,Private,"$16,800",17,z_SUV,no,$0,0,No,3,9,Highly Urban/ Urban
266,0,0,0,45,2,,"$89,479",No,"$239,934",Yes,M,Bachelors,Manager,30,Private,"$14,950",10,Minivan,yes,$0,0,No,0,8,Highly Urban/ Urban
267,0,0,0,38,0,8,"$92,917",No,$0,z_No,M,Bachelors,Professional,57,Private,"$15,120",1,Minivan,yes,$722,3,No,0,4,z_Highly Rural/ Rural
268,0,0,0,36,3,7,"$29,741",Yes,$0,z_No,z_F,<High School,Clerical,32,Private,"$8,070",6,z_SUV,no,"$2,797",2,No,0,7,Highly Urban/ Urban
269,0,0,0,51,0,12,"$3,673",No,"$120,377",Yes,M,z_High School,Student,5,Commercial,"$11,180",10,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural
270,1,4658,1,39,2,15,"$61,370",Yes,$0,z_No,M,Masters,Manager,6,Commercial,"$21,770",6,Van,yes,"$35,577",3,Yes,0,12,Highly Urban/ Urban
271,0,0,0,51,0,13,"$32,159",No,"$195,096",z_No,z_F,<High School,z_Blue Collar,46,Private,"$2,600",6,z_SUV,no,$0,0,Yes,2,6,z_Highly Rural/ Rural
272,0,0,2,40,3,14,"$20,126",Yes,"$138,444",z_No,z_F,<High School,z_Blue Collar,5,Private,"$8,260",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
273,1,5259,0,54,0,11,"$44,782",No,"$148,676",z_No,z_F,<High School,Clerical,83,Private,"$30,260",3,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban
274,0,0,0,34,4,14,"$59,828",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,56,Commercial,"$10,880",10,z_SUV,no,$0,0,No,0,13,Highly Urban/ Urban
275,0,0,1,41,2,14,"$74,022",No,"$247,884",Yes,z_F,Masters,Manager,51,Private,"$13,000",10,Sports Car,no,"$4,418",1,No,0,12,Highly Urban/ Urban
276,0,0,0,36,0,11,"$80,256",No,"$235,169",Yes,M,Bachelors,z_Blue Collar,9,Commercial,"$14,860",4,Minivan,yes,"$2,592",4,No,1,15,Highly Urban/ Urban
277,0,0,0,55,0,14,"$6,094",No,$0,Yes,M,z_High School,Student,28,Commercial,"$22,770",4,Panel Truck,yes,"$2,631",1,No,1,1,Highly Urban/ Urban
278,0,0,1,45,2,0,$0,No,"$69,743",Yes,z_F,Masters,Home Maker,27,Private,"$14,300",1,Minivan,no,"$9,062",1,No,1,11,Highly Urban/ Urban
279,1,3769,2,45,2,12,"$30,085",No,"$128,194",Yes,M,<High School,Clerical,44,Commercial,"$7,200",4,Pickup,no,$0,0,Yes,3,8,Highly Urban/ Urban
280,0,0,0,50,0,11,"$80,241",No,$0,z_No,z_F,Masters,Lawyer,17,Private,"$14,520",4,Pickup,no,"$7,628",2,No,7,11,Highly Urban/ Urban
282,0,0,0,55,0,12,"$55,673",No,"$245,678",Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,"$27,400",14,Van,no,$0,0,No,0,13,Highly Urban/ Urban
283,1,4363.2375823,0,44,0,8,"$32,317",No,$0,z_No,M,z_High School,Clerical,68,Private,"$22,450",7,Minivan,yes,"$3,738",1,No,8,1,Highly Urban/ Urban
284,0,0,0,50,0,9,"$58,762",No,$0,z_No,M,Masters,Lawyer,13,Private,"$13,320",6,Minivan,yes,"$5,253",3,No,0,8,Highly Urban/ Urban
285,0,0,0,60,0,15,"$76,899",No,"$270,631",Yes,M,PhD,Doctor,34,Private,"$7,900",4,Sports Car,yes,"$45,574",3,Yes,0,14,Highly Urban/ Urban
286,0,0,0,40,0,12,"$48,640",No,$0,z_No,M,z_High School,z_Blue Collar,19,Commercial,"$10,360",1,Pickup,no,$0,0,No,0,4,z_Highly Rural/ Rural
287,0,0,0,57,0,6,"$78,592",No,"$248,326",Yes,z_F,z_High School,z_Blue Collar,42,Commercial,"$15,760",7,Sports Car,no,"$9,462",3,No,0,8,Highly Urban/ Urban
289,1,5523,0,47,0,,"$21,282",No,$0,Yes,M,z_High School,Student,40,Commercial,"$18,150",1,Van,no,"$6,544",1,No,3,,Highly Urban/ Urban
290,1,7390.4399588,0,64,0,13,"$61,521",No,"$248,878",Yes,z_F,Masters,Lawyer,41,Private,"$7,650",1,Sports Car,no,$0,0,No,8,9,Highly Urban/ Urban
291,1,1164.9880662,0,34,1,9,"$105,554",Yes,"$229,868",z_No,M,Masters,Lawyer,75,Private,"$5,300",4,Minivan,no,"$7,504",2,No,2,20,Highly Urban/ Urban
292,0,0,0,52,0,6,"$147,666",No,"$405,910",Yes,z_F,Masters,Lawyer,43,Private,"$6,700",11,z_SUV,no,$0,0,No,0,17,z_Highly Rural/ Rural
293,1,2362,1,42,1,3,"$69,290",Yes,$0,z_No,M,Masters,,30,Commercial,"$23,900",4,Panel Truck,yes,"$1,052",2,No,1,11,Highly Urban/ Urban
296,1,6142,0,,2,8,"$2,954",Yes,$0,z_No,z_F,<High School,Clerical,21,Private,"$3,100",9,Sports Car,yes,"$10,099",2,No,4,5,Highly Urban/ Urban
297,0,0,0,54,0,11,"$105,762",No,$0,z_No,M,Masters,Lawyer,5,Private,"$17,480",6,Minivan,yes,$0,0,Yes,2,18,Highly Urban/ Urban
298,0,0,0,42,2,11,"$79,185",No,"$243,880",Yes,z_F,Bachelors,Professional,28,Private,"$13,020",3,z_SUV,no,"$6,689",1,No,5,1,Highly Urban/ Urban
299,0,0,0,56,0,13,"$111,702",No,,z_No,z_F,PhD,Manager,18,Private,"$18,270",6,z_SUV,no,$0,0,No,0,17,Highly Urban/ Urban
301,0,0,0,59,0,12,"$5,005",No,"$158,960",z_No,z_F,z_High School,Student,30,Private,"$7,500",1,z_SUV,no,$0,0,Yes,0,,Highly Urban/ Urban
304,0,0,0,35,0,11,"$13,760",No,$0,z_No,z_F,z_High School,Student,27,Commercial,"$7,700",6,z_SUV,no,"$10,177",2,No,3,1,Highly Urban/ Urban
305,1,1065,0,54,0,13,"$88,668",No,"$316,419",Yes,z_F,PhD,Lawyer,63,Private,"$20,090",4,Minivan,no,"$10,520",2,No,1,14,Highly Urban/ Urban
306,1,5075,0,50,0,13,"$2,657",No,"$109,134",Yes,z_F,Masters,Home Maker,63,Private,"$10,480",13,Sports Car,no,"$20,452",2,Yes,2,11,Highly Urban/ Urban
307,0,0,0,29,1,11,"$51,122",No,"$201,650",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$10,470",1,z_SUV,no,"$19,030",3,Yes,9,9,Highly Urban/ Urban
309,1,680,0,57,0,12,,No,$0,z_No,z_F,z_High School,Clerical,19,Private,"$11,650",4,z_SUV,no,"$10,231",1,No,0,1,Highly Urban/ Urban
310,0,0,0,43,0,10,"$97,953",No,$0,z_No,M,Bachelors,z_Blue Collar,43,Commercial,"$27,180",1,Panel Truck,no,"$4,784",2,No,4,,Highly Urban/ Urban
311,0,0,0,44,0,0,$0,No,"$104,490",Yes,z_F,Bachelors,Home Maker,28,Private,"$14,190",4,Sports Car,no,"$35,430",2,Yes,2,8,Highly Urban/ Urban
312,0,0,1,38,2,14,"$83,937",No,"$234,151",Yes,z_F,Bachelors,z_Blue Collar,28,Commercial,"$13,800",3,z_SUV,no,"$10,851",2,No,0,10,Highly Urban/ Urban
313,0,0,1,37,2,14,"$96,188",Yes,$0,z_No,z_F,Bachelors,Professional,49,Private,"$13,340",1,z_SUV,no,$0,0,Yes,1,10,Highly Urban/ Urban
314,0,0,1,55,1,14,"$17,820",No,"$115,540",Yes,z_F,Bachelors,Home Maker,32,Private,"$13,340",1,z_SUV,no,"$6,913",1,No,3,8,z_Highly Rural/ Rural
315,0,0,2,51,2,14,"$62,894",No,"$228,994",Yes,z_F,Bachelors,Clerical,84,Private,"$5,990",17,Sports Car,no,$0,0,Yes,0,10,z_Highly Rural/ Rural
316,1,2287,1,42,2,12,"$68,090",Yes,"$169,854",z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,"$11,750",1,Minivan,no,"$9,261",1,No,3,12,Highly Urban/ Urban
317,1,6195,0,45,2,4,"$25,032",Yes,$0,z_No,z_F,z_High School,Clerical,34,Commercial,"$6,100",1,Pickup,yes,"$5,771",1,No,5,1,z_Highly Rural/ Rural
318,1,4862,0,54,0,12,"$52,078",No,"$194,227",Yes,M,Masters,,51,Commercial,"$23,250",1,Panel Truck,yes,"$5,039",1,No,4,18,Highly Urban/ Urban
321,0,0,0,48,0,12,"$22,633",No,"$135,679",Yes,z_F,Bachelors,Manager,30,Private,"$16,730",13,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban
322,0,0,0,50,0,0,$0,No,"$109,511",Yes,M,<High School,Student,32,Private,"$4,980",6,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
323,1,9775.6413423,0,25,1,9,"$51,544",Yes,,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,"$20,630",1,z_SUV,no,"$7,767",2,No,8,1,Highly Urban/ Urban
325,0,0,0,35,0,9,"$72,389",No,"$213,173",z_No,z_F,PhD,Lawyer,45,Private,"$13,440",1,Minivan,no,"$8,185",4,No,2,10,Highly Urban/ Urban
326,1,3418,0,29,1,8,"$73,842",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,25,Commercial,"$22,340",1,Sports Car,no,"$4,769",1,No,4,1,Highly Urban/ Urban
327,1,4423,1,45,2,0,$0,Yes,$0,z_No,M,<High School,Student,33,Private,"$6,000",1,Pickup,no,"$41,818",1,Yes,3,1,Highly Urban/ Urban
328,0,0,0,37,0,14,,No,"$141,069",z_No,z_F,Bachelors,Professional,34,Private,"$10,370",6,z_SUV,no,$663,2,No,0,9,Highly Urban/ Urban
329,0,0,0,56,0,16,"$109,521",No,"$321,674",Yes,M,PhD,,30,Commercial,"$7,100",7,Pickup,no,$0,0,No,2,17,Highly Urban/ Urban
330,0,0,0,45,3,17,"$71,969",Yes,"$212,081",z_No,z_F,Masters,Lawyer,44,Private,"$13,060",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
332,0,0,0,48,0,10,,No,$0,z_No,z_F,Bachelors,Professional,43,Private,"$24,150",4,Minivan,no,$0,0,No,1,10,z_Highly Rural/ Rural
333,0,0,0,52,0,13,"$37,295",No,"$163,285",z_No,M,<High School,z_Blue Collar,28,Commercial,"$6,700",4,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
334,0,0,0,40,0,7,"$50,224",No,$0,z_No,M,z_High School,z_Blue Collar,16,Commercial,"$13,780",1,Minivan,yes,"$1,937",2,No,6,5,Highly Urban/ Urban
335,1,2328,0,41,1,13,"$109,957",No,"$260,749",Yes,z_F,Masters,Lawyer,50,Private,"$29,470",6,Sports Car,no,$0,0,No,1,18,Highly Urban/ Urban
336,0,0,0,44,2,14,"$44,141",No,"$141,312",Yes,M,PhD,Doctor,11,Private,"$5,900",10,Pickup,no,"$7,401",1,No,0,0,Highly Urban/ Urban
337,0,0,0,54,0,,"$30,388",No,$0,z_No,M,Masters,Lawyer,24,Private,"$16,580",4,Van,no,"$27,130",2,No,0,13,Highly Urban/ Urban
338,0,0,0,42,0,12,"$85,752",No,"$285,727",Yes,M,Masters,,36,Commercial,"$5,700",13,Pickup,no,$0,0,No,2,19,Highly Urban/ Urban
339,0,0,0,50,0,11,"$8,345",No,$0,Yes,M,<High School,Student,39,Private,"$15,330",10,Minivan,yes,$0,0,No,0,5,z_Highly Rural/ Rural
340,1,4700,0,38,0,14,"$10,486",No,"$66,515",Yes,M,<High School,Clerical,33,Private,"$6,350",1,Minivan,no,"$5,702",1,No,4,5,Highly Urban/ Urban
341,0,0,0,36,0,12,"$33,284",No,"$141,018",Yes,z_F,z_High School,z_Blue Collar,68,Commercial,"$14,640",10,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
342,1,6880,0,62,0,12,"$33,713",No,"$171,810",Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,"$23,470",4,Sports Car,no,"$41,913",3,Yes,0,15,Highly Urban/ Urban
344,0,0,0,47,0,7,"$144,957",No,"$420,966",z_No,z_F,PhD,Doctor,22,Private,"$24,120",3,z_SUV,no,$0,0,No,4,1,Highly Urban/ Urban
345,0,0,0,46,0,8,"$79,317",No,"$241,733",Yes,M,z_High School,Professional,5,Private,"$6,100",1,Pickup,yes,"$4,263",2,No,7,6,Highly Urban/ Urban
346,0,0,0,42,0,9,"$64,705",No,$0,z_No,M,Masters,,46,Commercial,"$22,560",1,Panel Truck,yes,"$10,375",4,No,6,19,Highly Urban/ Urban
349,0,0,0,33,3,0,$0,No,$0,Yes,M,<High School,Student,27,Private,"$10,160",6,Pickup,yes,"$8,118",1,No,3,1,Highly Urban/ Urban
351,0,0,0,43,0,11,"$142,297",No,$0,z_No,z_F,PhD,Lawyer,6,Private,"$24,360",6,Minivan,no,$0,0,No,0,,Highly Urban/ Urban
352,1,4875,0,45,3,14,"$94,325",No,"$301,739",Yes,M,Masters,Lawyer,55,Private,"$6,960",1,z_SUV,no,$0,0,No,2,14,Highly Urban/ Urban
353,0,0,0,55,0,14,"$72,337",No,"$210,378",Yes,M,PhD,Manager,28,Commercial,"$22,980",3,Panel Truck,no,$0,0,No,2,11,Highly Urban/ Urban
354,0,0,0,27,2,14,"$1,212",No,$0,Yes,M,z_High School,Student,30,Private,"$4,200",11,Minivan,yes,$0,0,No,2,,Highly Urban/ Urban
355,0,0,0,41,0,13,"$157,237",No,$0,z_No,z_F,Masters,Manager,45,Private,"$17,410",7,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban
356,0,0,0,40,1,13,"$5,322",No,"$57,657",Yes,z_F,Bachelors,Home Maker,32,Commercial,"$9,960",1,Pickup,no,"$5,489",1,No,3,1,Highly Urban/ Urban
359,0,0,0,57,0,15,"$51,737",No,"$167,419",Yes,z_F,z_High School,z_Blue Collar,56,Private,"$17,440",6,z_SUV,no,$0,0,Yes,1,11,z_Highly Rural/ Rural
361,1,17290.257664,0,64,0,9,"$38,020",No,,Yes,M,z_High School,z_Blue Collar,11,Commercial,"$28,710",7,Pickup,yes,$0,0,No,0,3,Highly Urban/ Urban
362,1,5395,0,32,2,9,"$60,050",Yes,"$212,562",z_No,z_F,z_High School,Clerical,31,Private,"$11,480",1,Minivan,no,"$17,493",4,Yes,2,1,Highly Urban/ Urban
363,1,5021,2,39,2,11,,Yes,$0,z_No,z_F,Bachelors,Manager,16,Private,"$22,920",1,Sports Car,no,$0,0,No,0,10,Highly Urban/ Urban
364,0,0,0,37,0,7,"$97,266",No,"$252,596",z_No,z_F,Bachelors,z_Blue Collar,21,Commercial,"$14,930",10,Minivan,no,"$4,048",2,No,0,11,Highly Urban/ Urban
365,0,0,0,45,2,14,"$19,793",No,,Yes,z_F,z_High School,Home Maker,5,Private,"$7,980",6,z_SUV,no,$0,0,Yes,0,5,Highly Urban/ Urban
369,0,0,0,39,2,14,"$50,875",No,"$131,770",Yes,z_F,<High School,z_Blue Collar,23,Commercial,"$14,100",6,Sports Car,no,$0,0,No,3,1,Highly Urban/ Urban
370,0,0,1,41,2,10,"$32,057",No,"$166,326",Yes,z_F,z_High School,Clerical,20,Private,"$9,800",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
371,1,3149,0,35,0,7,"$62,036",No,"$154,297",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$16,370",4,Van,yes,"$3,913",2,No,7,1,Highly Urban/ Urban
372,1,3602,0,64,0,15,"$40,528",No,"$208,306",Yes,z_F,z_High School,z_Blue Collar,54,Commercial,"$11,950",7,Sports Car,no,"$5,137",1,No,6,6,Highly Urban/ Urban
373,0,0,0,46,0,13,"$266,027",No,$0,z_No,M,PhD,,52,Commercial,"$34,020",1,Panel Truck,yes,"$1,332",3,No,6,23,Highly Urban/ Urban
374,0,0,0,59,0,15,"$158,703",No,$0,z_No,z_F,PhD,Doctor,32,Private,"$20,540",17,z_SUV,no,$0,0,No,0,18,Highly Urban/ Urban
375,1,2516,1,39,2,13,"$52,950",No,"$187,514",Yes,M,z_High School,Manager,6,Private,"$10,210",1,Pickup,yes,$0,0,Yes,0,,Highly Urban/ Urban
377,1,3259,0,40,1,12,"$39,600",Yes,"$193,495",z_No,z_F,z_High School,Clerical,37,Private,"$5,460",1,Sports Car,no,"$4,188",2,No,5,1,Highly Urban/ Urban
