INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP
1739,69,1304,200,31,100,433,800,144,117,,1304,100,433,800,179,145
1740,54,1276,188,32,108,482,751,104,69,,1276,108,482,751,174,137
1741,83,1424,212,35,137,506,824,175,82,,1424,137,506,824,130,115
1742,95,1352,177,39,155,508,962,146,70,,2009,230,755,1430,120,110
1743,68,1286,211,27,149,582,948,232,87,,1286,149,582,948,160,140
1744,74,1447,237,28,121,524,872,235,98,,1447,121,524,872,157,157
1745,77,1415,257,29,158,568,871,145,64,,1415,158,568,871,146,159
1746,77,1475,230,34,155,508,861,117,58,,1475,155,508,861,140,137
1747,76,1370,213,25,163,553,983,139,61,,1370,163,553,983,135,120
1750,99,1414,220,25,127,562,855,157,55,,1414,127,562,855,129,159
1751,103,1379,209,22,164,651,992,141,54,,1379,164,651,992,87,152
1752,84,1342,246,19,159,642,981,151,64,,1342,159,642,981,107,150
1753,96,1389,219,24,142,707,831,143,59,,1389,142,707,831,125,158
1754,68,1408,260,21,158,622,1048,131,59,,1408,158,622,1048,111,161
1755,72,1434,253,18,161,593,975,129,55,,2038,229,843,1386,125,149
1756,75,1458,257,20,190,636,1025,126,52,,1640,214,716,1153,114,170
1757,78,1492,283,21,243,640,1114,58,35,,1492,243,640,1114,102,195
1758,65,1451,274,23,197,642,1181,71,36,,1451,197,642,1181,121,170
1759,74,1413,295,13,149,633,1122,131,47,,1413,149,633,1122,141,155
1760,87,1430,287,20,235,770,1129,70,37,,1430,235,770,1129,122,162
1761,92,1510,283,23,240,755,1166,40,15,52,1519,241,760,1173,135,165
1762,102,1469,334,22,199,640,1021,68,29,88,1469,199,640,1021,125,151
1764,96,1398,317,24,176,556,898,48,14,59,1398,176,556,898,107,145
1765,91,1545,336,15,189,608,1061,47,22,55,1545,189,608,1061,91,172
1766,88,1476,310,20,155,537,819,31,22,52,1476,155,537,819,88,166
1767,93,1429,266,22,175,650,976,61,20,50,1429,175,650,976,84,173
1769,36,1674,216,54,0,72,72,0,54,,30132,0,1296,1296,1728,
1770,76,1509,213,143,44,720,475,315,,,1910,56,911,601,648,
1771,69,1446,194,97,37,443,621,165,,,1562,40,478,671,273,99
1772,91,1396,191,85,21,474,594,237,,,1478,22,502,629,184,104
1773,89,1426,192,45,11,270,354,,,,3080,24,583,765,780,78
1774,109,1607,246,83,33,321,443,,,,2656,55,531,732,965,
1775,92,1600,253,151,39,232,643,,,,2422,59,351,974,693,
1776,80,1590,244,110,43,323,593,,,,2300,62,467,858,697,
1777,76,1370,230,98,25,454,836,341,,,1644,30,545,1003,764,
1779,99,1473,223,108,38,369,576,529,,,1794,46,449,702,579,
1781,66,1297,222,63,29,583,663,374,,,1592,36,716,814,556,
1783,56,1351,216,56,20,302,741,,,,1954,29,437,1072,775,
1785,101,1387,206,94,37,401,733,321,,,1971,53,570,1042,558,
1786,99,1671,281,117,62,507,456,468,,,2201,82,668,601,620,
1787,86,1272,188,57,20,334,604,307,,,1585,25,416,753,528,
1788,80,1592,274,66,56,501,450,343,,,2031,71,639,574,594,
1789,96,1567,272,96,28,646,498,414,,,1938,35,799,616,490,
1790,80,1471,213,60,25,570,487,274,,,1739,30,674,576,524,
1791,92,1504,238,101,53,559,545,229,,,1592,56,592,577,416,
1792,90,1950,309,113,100,588,421,254,,,2449,126,738,529,399,
1793,90,2192,319,166,51,628,310,346,,,2774,65,795,392,428,
1795,77,1722,292,105,61,546,370,238,,,2146,76,680,461,390,
1796,68,1708,261,102,49,490,367,200,,,2096,60,601,450,363,
1797,85,1556,259,88,36,513,415,198,,,1692,39,558,451,412,
1798,100,1719,257,88,33,470,363,226,,,1832,35,501,387,404,
1799,88,1689,220,96,34,517,439,241,,,1983,40,607,515,387,147
1800,96,1475,224,67,28,498,635,230,,,1707,32,576,735,303,75
1801,66,1347,130,51,6,421,569,128,,,1593,7,498,673,361,96
1802,59,1540,223,74,14,406,,144,,,1848,17,487,,359,91
1805,75,1253,209,50,13,457,,191,,,1327,14,484,,287,88
1806,91,1227,179,72,13,467,,170,,,1352,14,515,,282,115
1807,87,1287,204,72,12,351,,210,,,1354,13,369,,250,79
1808,78,1300,196,56,13,391,,196,,,1376,14,414,,255,103
1809,83,1397,236,75,23,536,592,211,,,1479,24,568,627,273,140
1810,84,1393,228,60,64,522,627,163,,,1485,68,556,668,246,120
1811,78,1443,260,72,46,495,655,169,,,1538,49,528,698,246,104
1812,94,1537,276,84,78,411,620,167,,,1649,84,441,665,229,120
1813,78,1415,222,55,65,497,600,153,,,1489,68,523,631,341,85
1814,96,1296,215,42,62,490,639,129,120,,1381,66,522,681,230,106
1815,96,1317,236,56,44,422,605,158,,,1394,47,447,641,248,126
1816,93,1345,240,64,41,464,568,116,,,1433,44,495,605,226,119
1817,72,1346,208,37,33,456,527,128,,,1773,43,601,694,278,120
1818,56,1408,246,59,50,382,555,135,,,1665,59,452,656,259,132
1820,54,1591,250,53,93,309,647,69,84,,1674,98,325,681,309,134
1821,60,1627,284,58,123,476,647,51,64,,1723,130,504,685,235,161
1822,53,1607,272,41,118,436,585,74,77,,1690,124,459,615,224,181
1823,59,1565,275,60,101,410,485,61,72,,1679,108,440,520,188,180
1824,72,1692,305,61,106,483,574,51,62,,1792,112,511,608,223,156
1825,62,1587,262,54,80,453,514,50,,,1703,86,486,551,239,164
1826,54,1564,227,48,60,457,507,72,,,1645,63,481,533,177,160
1827,46,1488,274,50,91,536,544,56,,,1586,97,571,580,191,182
1828,75,1793,323,54,162,607,498,62,,,1898,172,643,527,200,162
1829,55,1876,363,46,133,473,483,36,,,1973,140,498,508,251,178
1830,69,1580,315,55,85,460,518,44,,,1662,89,484,545,215,157
1831,82,1692,347,70,128,469,575,75,,,1780,135,493,605,204,140
1834,68,1552,264,34,97,415,700,55,,,1643,103,439,741,241,154
1835,57,1618,263,48,108,474,616,53,,,1702,114,499,648,249,151
1836,65,1569,273,39,109,506,678,70,,,1661,115,536,718,195,166
1837,49,1423,252,31,43,457,548,41,,,1537,46,494,592,217,146
1838,48,1439,249,43,53,452,521,50,,,1544,57,485,559,183,143
1839,53,1297,191,37,79,461,558,26,,,1373,84,488,591,192,144
1840,45,1343,198,40,67,474,627,68,,,1413,70,499,660,196,155
1841,45,1260,180,40,47,421,524,40,,,1352,50,452,562,207,158
1842,67,1390,196,38,69,525,585,31,,,1462,73,552,615,197,150
1843,65,1409,211,44,58,498,529,34,,,1492,61,527,560,187,146
1845,73,1421,220,42,84,439,621,43,,,1495,88,462,653,155,151
1846,65,1424,221,55,63,488,625,63,,,1498,66,513,657,160,147
1848,85,1419,244,58,128,555,705,28,,,1493,135,584,742,166,148
1849,96,1515,237,58,131,563,599,35,,,1594,138,592,630,159,163
1850,77,1456,209,49,114,531,552,66,29,,1532,120,559,581,145,154
1851,92,1423,249,47,98,568,562,63,43,,1497,103,598,591,158,153
1852,87,1473,240,65,121,558,628,44,22,,1550,127,587,661,155,169
1853,79,1456,256,61,107,635,652,32,28,,1532,113,668,686,153,140
1856,81,1379,224,46,123,562,797,60,27,,1451,129,591,838,143,123
1858,67,1301,206,40,119,524,903,41,48,,1369,125,551,950,162,139
1859,62,1299,206,46,104,471,1109,47,50,,1366,109,495,1167,163,136
1860,49,1331,195,53,108,500,976,59,32,,1400,114,526,1027,151,188
1861,82,1419,200,39,143,534,929,79,42,,1428,144,537,935,139,168
1862,87,1390,228,54,126,403,955,56,39,,1390,126,403,955,142,147
1863,92,1415,241,51,130,440,924,30,35,,1415,130,440,924,156,150
1866,82,1306,221,47,103,545,1033,79,62,,1306,103,545,1033,137,174
1867,76,1253,178,30,100,462,1003,58,51,,1253,100,462,1003,127,163
1868,63,1304,227,35,137,549,1130,73,49,,1304,137,549,1130,136,157
1870,67,1289,209,35,123,499,1031,63,39,,1289,123,499,1031,121,158
1871,61,1288,208,37,102,506,966,44,52,,1338,106,525,1003,120,147
1872,71,1381,218,29,134,476,979,51,47,,1381,134,476,979,134,179
1873,80,1434,233,50,95,469,822,115,58,,1434,95,469,822,148,168
1874,86,1506,283,42,125,610,960,126,57,,1506,125,610,960,152,156
1875,101,1505,259,45,110,542,793,127,70,,1505,110,542,793,115,148
1876,101,1548,266,56,186,573,806,135,68,,1548,186,573,806,120,168
1877,90,1404,248,32,133,552,866,152,58,,1404,133,552,866,104,156
1878,84,1453,250,53,119,602,764,128,76,,1453,119,602,764,106,148
1879,91,1517,272,54,117,472,708,140,62,,1517,117,472,708,136,136
1883,81,1494,248,51,147,555,1084,186,60,,1494,147,555,1084,161,112
1884,75,1343,238,47,141,527,1095,122,51,,1343,141,527,1095,139,142
1885,87,1395,268,39,155,593,1161,154,59,,1404,156,597,1168,138,158
1886,80,1390,248,51,169,587,1109,111,49,,1390,169,587,1109,121,137
1887,65,1302,248,31,107,492,987,113,49,,1310,108,495,993,146,140
1888,67,1324,215,36,123,558,926,106,50,,1324,123,558,926,133,136
1889,77,1410,237,27,103,582,915,108,35,,1410,103,582,915,117,150
1890,78,1332,248,33,111,490,1026,92,30,,1332,111,490,1026,116,111
1891,70,1392,255,36,118,509,1059,127,31,,1392,118,509,1059,131,128
1892,97,1555,297,51,156,665,1049,91,32,,1555,156,665,1049,141,123
1893,76,1448,293,39,113,558,1002,94,34,,2040,159,786,1412,132,135
1895,67,1405,249,39,132,536,1092,117,41,,1405,132,536,1092,115,145
1897,75,1482,286,36,126,508,1080,97,45,,1482,126,508,1080,110,131
1898,77,1539,302,44,161,631,1081,125,35,,1539,161,631,1081,100,143
1899,65,1386,304,40,144,611,1117,102,30,44,1386,144,611,1117,100,136
1900,86,1431,295,29,164,551,1125,153,47,43,1431,164,551,1125,91,145
1901,80,1437,327,41,166,644,1102,105,43,53,1446,167,648,1109,89,157
1902,86,1448,325,27,166,651,1155,72,29,55,1448,166,651,1155,97,146
1903,86,1505,303,23,215,645,1133,100,27,58,1505,215,645,1133,81,142
1904,88,1494,282,35,167,639,1083,116,27,56,1494,167,639,1083,90,132
1905,85,1518,294,41,216,626,1203,92,25,95,1518,216,626,1203,104,153
1906,51,1494,261,85,17,249,979,,,,3612,41,602,2367,1211,
1907,84,1667,231,140,61,533,397,251,,,2061,75,659,491,631,
1908,85,1516,212,143,64,521,639,174,,,1767,75,607,745,453,
1909,81,1516,228,123,37,187,380,,,,3149,77,388,789,825,83
1910,51,1475,198,96,21,268,570,,,,2438,35,443,942,836,
1911,45,1166,158,75,3,215,617,,,,1749,5,323,926,785,
1912,82,1394,180,115,7,276,784,,,,2034,10,403,1144,616,
1913,95,1385,220,114,19,565,843,307,,,1638,22,668,997,576,
1914,72,1491,239,102,26,417,498,289,,,1948,34,545,651,555,
1915,80,1294,181,59,17,235,705,347,,,1564,21,284,852,503,
1917,27,1296,191,51,24,486,546,248,,,1544,29,579,650,723,
1919,85,1364,151,114,40,461,480,235,,,1444,42,488,508,508,
1920,102,1817,221,159,46,674,343,264,,,2282,58,846,431,435,
1922,87,1656,233,109,32,461,367,315,,,2032,39,566,450,481,
1923,83,1722,212,118,34,486,359,273,,,2163,43,610,451,398,
1924,74,1566,173,134,31,444,413,210,,,1937,38,549,511,428,
1925,79,1437,153,96,15,368,375,117,,,1573,16,403,410,372,
1927,92,1529,216,117,30,381,374,203,,,1782,35,444,436,375,124
1928,105,1640,212,107,34,450,575,237,,,1911,40,524,670,332,113
1929,120,1643,220,111,21,434,520,259,,,1915,24,506,606,288,101
1930,105,1654,241,127,39,421,,199,,,1914,45,487,,334,116
1931,92,1411,174,108,16,414,,188,,,1494,17,438,,308,98
1932,102,1466,201,96,23,404,,214,,,1552,24,428,,270,119
1933,98,1390,174,71,13,449,,172,,,1472,14,475,,233,115
1934,96,1327,140,82,20,493,,278,,,1396,21,519,,266,79
1935,103,1329,170,103,26,442,,196,,,1398,27,465,,237,78
1936,117,1420,232,98,27,511,,197,,,1513,29,545,,237,107
1937,91,1444,227,88,35,463,555,157,,,1529,37,490,588,259,108
1939,100,1602,238,138,42,451,551,190,,,1719,45,484,591,181,134
1940,85,1504,228,94,38,425,593,197,,,1635,41,462,645,246,102
1941,73,1259,156,83,19,438,640,155,,,1324,20,461,673,235,101
1942,77,1324,207,96,25,441,690,191,117,,1393,26,464,726,225,105
1943,68,1311,155,96,21,391,650,182,,,1379,22,411,684,274,102
1944,54,1294,168,64,9,420,610,158,,,1361,9,442,642,264,125
1945,84,1317,139,93,19,481,369,259,,,1707,25,623,478,232,140
1946,83,1319,152,96,20,401,444,228,,,1537,23,467,517,186,104
1947,83,1412,170,95,17,393,426,190,123,,1485,18,413,448,196,125
1948,95,1623,245,110,39,361,393,142,98,,1718,41,382,416,181,137
1949,89,1786,251,116,55,445,343,153,62,,1879,58,468,361,197,133
1950,92,1675,236,117,52,428,381,162,79,,1762,55,450,401,188,165
1951,95,1606,235,129,47,388,419,192,97,,1700,50,411,444,194,170
1952,101,1748,335,111,83,528,384,168,67,,1851,88,559,407,237,181
1953,89,1603,257,112,47,460,371,96,,,1697,50,487,393,233,170
1954,99,1734,271,82,57,460,373,68,,,1824,60,484,392,197,137
1955,91,1768,262,107,55,464,375,68,,,1884,59,495,400,214,131
1956,93,1761,302,123,64,533,355,100,,,1865,68,564,376,192,144
1957,84,1706,300,125,90,520,472,80,,,1795,95,547,497,227,173
1958,79,1499,256,74,43,519,478,62,,,1577,45,546,503,203,176
1959,90,1623,288,95,50,377,405,75,,,1707,53,397,426,195,130
1960,92,1628,262,88,41,385,351,36,,,1713,43,405,369,175,140
1961,80,1664,303,83,56,475,430,48,,,1797,60,513,464,157,127
1962,91,1634,270,95,70,484,463,32,,,1730,74,512,490,201,100
1963,88,1679,298,84,63,544,528,39,,,1766,66,572,555,209,119
1964,90,1631,235,90,49,487,505,34,,,1716,52,512,531,190,142
1965,93,1632,286,71,70,524,442,51,,,1763,76,566,477,176,181
1966,72,1538,276,64,67,505,445,47,,,1628,71,535,471,178,162
1967,82,1589,290,72,80,582,520,73,,,1672,84,612,547,228,168
1968,85,1491,245,68,59,575,543,62,,,1568,62,605,571,204,137
1969,73,1378,191,54,60,592,591,45,,,1519,66,652,651,201,142
1970,84,1474,252,77,44,603,595,67,,,1551,46,634,626,179,167
1971,95,1526,263,85,74,607,652,92,,,1616,78,643,690,202,129
1972,86,1499,272,59,76,621,505,85,,,1577,80,653,531,187,148
1973,66,1368,212,55,63,623,584,50,,,1439,66,655,614,194,134
1974,65,1457,227,46,164,639,723,32,,,1533,173,672,761,157,138
1975,87,1460,201,57,114,610,608,72,,,1536,120,642,640,142,158
1976,75,1420,201,43,133,576,583,50,,,1494,140,606,613,139,182
1977,60,1487,240,62,146,597,734,46,,,1574,155,632,777,144,175
1978,67,1443,229,59,144,586,647,31,28,,1518,151,616,681,179,187
1980,53,1364,187,52,104,551,752,43,41,,1435,109,580,791,171,146
1981,56,1325,190,60,80,595,775,22,14,,1394,84,626,815,182,143
1983,69,1410,209,60,116,403,791,25,35,,1483,122,424,832,170,147
1984,65,1522,243,63,97,393,771,48,37,,1601,102,413,811,179,150
1985,88,1458,241,72,141,417,792,32,16,,1534,148,439,833,140,182
1986,82,1487,242,44,118,465,752,34,27,,1564,124,489,791,162,174
1988,79,1523,244,60,135,450,758,27,32,,1602,142,473,797,158,199
1989,94,1477,241,65,109,435,841,50,39,,1486,110,438,846,153,178
1990,74,1385,181,49,108,454,940,57,41,,1385,108,454,940,182,195
1991,80,1469,225,54,121,408,970,39,33,,1469,121,408,970,177,179
1992,90,1506,217,57,111,419,1008,51,38,,1506,111,419,1008,152,189
1993,92,1586,238,66,158,405,1011,64,60,,1586,158,405,1011,141,215
1994,81,1585,193,62,91,387,914,79,37,,1585,91,387,914,141,186
1995,80,1404,180,44,80,422,953,130,59,,1404,80,422,953,139,162
1996,88,1557,220,52,119,454,944,74,34,,1557,119,454,944,155,169
1998,97,1555,223,61,154,469,919,65,31,,1555,154,469,919,133,164
1999,100,1573,262,49,115,422,910,51,31,,1644,120,441,951,142,179
2000,80,1465,257,44,154,432,842,23,30,,1465,154,432,842,151,156
2001,88,1560,238,46,114,514,828,55,31,,1560,114,514,828,162,154
2002,93,1453,257,47,139,471,837,49,28,,1462,140,474,842,152,148
2003,92,1499,249,56,110,433,807,130,45,,1499,110,433,807,163,142
2005,89,1399,240,54,116,483,879,214,91,,1408,117,486,884,167,134
2006,98,1541,264,52,148,483,855,180,66,,1541,148,483,855,134,163
2007,83,1469,249,38,116,452,760,209,102,,1469,116,452,760,137,154
2008,73,1461,280,48,87,442,785,194,83,,2320,138,702,1247,137,168
2009,84,1535,272,40,134,447,862,161,75,,1535,134,447,862,145,133
2010,84,1460,238,29,121,497,873,124,77,,1460,121,497,873,115,165
2012,57,1348,253,28,80,517,847,111,60,,1356,80,520,852,134,128
2013,64,1366,273,33,111,569,929,152,84,,1366,111,569,929,142,134
2014,80,1464,282,45,131,535,914,140,58,,1464,131,535,914,123,147
2016,74,1334,263,53,95,563,914,155,69,,1334,95,563,914,160,130
2017,95,1395,288,42,138,582,914,137,52,,1395,138,582,914,134,125
2018,98,1433,259,50,126,620,901,124,46,,1433,126,620,901,120,134
2019,96,1409,272,54,106,569,872,110,53,,1409,106,569,872,101,144
2020,75,1482,267,50,110,536,972,92,55,,1482,110,536,972,105,161
2021,75,1422,281,33,114,496,1030,75,36,,2021,162,705,1464,126,186
2023,73,1509,319,33,138,510,989,126,49,,1509,138,510,989,128,144
2024,79,1440,291,52,129,481,1161,160,50,,1440,129,481,1161,131,149
2026,78,1426,284,40,172,577,1204,113,44,,1435,173,581,1211,148,175
2028,62,1333,256,25,161,467,1106,93,73,67,1333,161,467,1106,133,168
2029,72,1308,265,20,143,540,1116,87,49,73,1316,144,543,1123,116,178
2030,75,1492,275,45,163,529,1049,86,37,87,1492,163,529,1049,123,159
2032,67,1445,292,38,139,471,1092,73,30,72,1445,139,471,1092,117,193
2033,67,1462,286,17,141,459,1200,68,23,89,1462,141,459,1200,104,168
2034,122,2372,382,156,52,266,133,324,,,13724,301,1539,770,1122,
2035,110,2496,284,85,15,254,173,214,118,,9190,55,935,637,1097,
2037,97,1903,256,50,18,71,0,,,,5605,53,209,0,1166,
2038,118,2086,280,135,22,89,0,,,,4629,49,198,0,928,
2039,89,1631,289,81,22,135,589,,,,4404,59,365,1590,840,113
2040,114,1934,274,106,23,176,332,,,,3730,44,339,640,737,79
2041,100,1529,220,66,15,172,359,,,,2949,29,332,692,689,102
2042,91,1504,278,71,21,282,413,,,,2901,41,544,797,750,127
2043,100,1497,233,102,21,197,492,,,,2887,41,380,949,716,129
2044,96,1655,312,98,35,246,511,,,,2736,58,407,845,693,
2045,122,1428,221,62,30,434,678,,,,2066,43,628,981,576,
2046,78,1208,168,44,9,390,633,,,,1779,13,574,932,676,
2047,110,1972,254,61,24,190,119,134,43,,6028,73,581,364,1103,
2048,81,1927,207,142,8,78,0,,,,5382,22,218,0,1447,
2049,88,1622,155,67,12,52,0,,,,3864,29,124,0,1132,
2050,14,1437,148,56,0,56,155,14,7,,10121,0,394,1092,1740,
2051,46,1254,154,127,27,204,1095,,,,4837,104,787,4224,918,
2052,81,1399,168,82,40,573,692,399,,,1799,51,737,890,535,
2053,26,1776,285,162,19,246,194,343,,,11508,123,1594,1257,1426,
2054,114,1625,185,68,5,149,159,,,,4113,13,377,402,678,84
2055,76,1434,138,97,3,154,397,,,,3872,8,416,1072,759,78
2056,52,1203,180,42,99,423,1143,45,44,,1203,99,423,1143,155,140
2057,63,1353,208,36,172,500,1164,60,45,,1353,172,500,1164,157,159
2058,61,1258,185,31,97,441,972,70,45,,1266,98,444,978,162,145
2059,61,1250,178,40,108,431,1033,83,49,,1324,114,456,1094,152,155
2060,60,1330,198,26,112,401,966,88,36,,1330,112,401,966,170,152
2061,60,1239,196,27,99,564,900,85,45,,1239,99,564,900,170,126
2062,71,1324,215,22,78,506,754,85,50,,1324,78,506,754,188,163
2063,73,1327,216,37,64,488,716,92,46,,1327,64,488,716,141,148
2064,69,1397,245,49,120,602,1057,133,57,,1397,120,602,1057,189,142
2065,84,1349,208,42,75,536,848,152,70,,1349,75,536,848,160,171
2067,73,1410,195,43,67,563,791,239,73,,1410,67,563,791,131,157
2068,60,1418,250,52,47,458,773,122,91,,2088,69,675,1138,150,172
2069,81,1435,217,52,81,429,877,165,77,,1435,81,429,877,152,142
2070,81,1384,207,34,93,482,822,179,67,,1384,93,482,822,129,135
2071,92,1425,207,42,109,472,810,152,68,,1425,109,472,810,138,144
2072,83,1405,241,28,109,513,809,60,39,,1405,109,513,809,124,158
2074,65,1419,209,48,113,577,992,198,91,,1419,113,577,992,146,135
2075,84,1333,206,35,95,497,898,124,50,,1341,96,500,904,117,148
2076,89,1360,215,32,120,552,1013,136,67,,1360,120,552,1013,152,147
2077,75,1429,243,35,123,509,902,138,59,,1429,123,509,902,141,141
2078,84,1321,204,36,121,501,1069,101,64,,1321,121,501,1069,113,130
2079,82,1396,255,30,135,453,864,69,52,,1396,135,453,864,115,127
2080,61,1386,239,28,153,443,1046,92,41,,1386,153,443,1046,160,129
2081,65,1547,277,26,127,442,1055,109,51,,2142,176,612,1461,154,114
2082,79,1513,260,23,131,503,981,140,52,,1702,147,566,1104,122,146
2083,91,1499,285,24,147,601,1014,109,55,,1499,147,601,1014,118,136
2084,76,1519,275,16,152,604,1129,140,60,,1519,152,604,1129,125,132
2085,98,1390,292,30,167,604,1072,79,37,,1390,167,604,1072,104,155
2086,74,1360,256,22,153,631,1169,174,67,,1360,153,631,1169,129,151
2088,79,1379,273,26,161,678,1273,129,44,41,1379,161,678,1273,145,127
2089,66,1393,243,29,136,547,1062,71,44,30,1393,136,547,1062,128,162
2090,64,1442,257,32,128,565,1073,76,39,57,1442,128,565,1073,102,141
2091,87,1521,304,32,139,566,910,52,25,56,1521,139,566,910,108,146
2093,88,1465,298,38,161,564,1104,123,31,40,1465,161,564,1104,92,138
2094,64,1398,218,33,133,426,769,110,67,,1398,133,426,769,147,162
2095,57,1344,232,37,98,529,711,125,48,,1361,99,536,720,143,176
2096,67,1490,250,52,132,515,725,126,52,,1490,132,515,725,141,170
2097,59,1359,211,35,104,483,727,116,62,,1359,104,483,727,149,189
2098,65,1412,220,19,132,489,822,149,74,,2099,196,727,1222,135,181
2099,76,1431,259,33,130,456,806,131,82,,1431,130,456,806,138,158
2100,60,1280,247,31,111,460,840,144,80,,1280,111,460,840,134,159
2101,74,1429,244,34,129,519,871,116,62,,1429,129,519,871,126,143
2102,74,1410,277,38,171,564,942,94,35,,1410,171,564,942,122,156
2103,67,1392,243,41,158,572,1148,93,76,,1392,158,572,1148,156,191
2104,78,1499,282,48,161,500,863,174,73,,1499,161,500,863,121,150
2105,68,1406,273,27,149,464,792,96,61,,1415,150,467,797,124,169
2106,73,1417,237,29,134,489,838,81,55,,1417,134,489,838,143,168
2107,77,1419,251,26,107,596,749,105,51,,1419,107,596,749,130,152
2108,83,1400,268,29,126,588,811,97,44,,1400,126,588,811,110,187
2109,64,1466,278,24,149,474,841,100,55,,1466,149,474,841,112,170
2110,82,1429,272,24,161,624,901,91,68,,1429,161,624,901,90,173
2111,71,1512,305,26,221,538,943,69,30,,2187,320,778,1364,137,148
2112,88,1538,308,22,203,613,973,123,46,,1718,227,685,1087,116,121
2113,86,1635,345,19,247,674,1059,91,39,,1645,249,678,1066,111,156
2114,90,1574,312,21,264,626,1110,89,40,,1574,264,626,1110,123,143
2115,76,1563,323,28,235,561,1088,116,39,,1573,236,564,1095,126,140
2116,79,1499,263,21,244,610,1095,130,45,,1499,244,610,1095,113,180
2117,91,1481,300,26,198,775,1073,122,56,48,1481,198,775,1073,99,178
2118,116,1637,310,38,169,614,989,174,42,62,1637,169,614,989,83,137
2119,93,1531,285,31,152,629,1003,137,58,51,1531,152,629,1003,88,134
2120,93,1509,290,33,139,586,989,108,37,53,1509,139,586,989,65,159
2121,63,1544,276,20,136,492,1058,110,42,54,1544,136,492,1058,103,140
2122,69,1408,289,34,130,466,986,102,47,48,1408,130,466,986,86,144
2123,78,1540,266,42,172,404,974,106,37,63,1540,172,404,974,88,150
2124,78,1519,235,116,41,214,501,,,,2563,69,361,845,790,
2126,123,1569,217,119,23,320,451,,,,2269,33,463,652,479,
2127,102,1574,238,93,29,323,558,211,,,2143,39,440,760,489,
2128,90,1658,220,122,63,475,429,547,,,2184,83,626,565,566,
2129,104,1421,161,94,68,334,564,388,,,1757,84,413,697,532,
2130,107,1696,267,99,67,692,496,375,,,2181,86,890,638,561,
2131,78,1546,257,110,31,433,592,357,,,1912,38,535,732,544,
2132,87,1560,232,88,56,538,484,275,,,1915,69,660,594,471,
2133,76,1423,186,91,42,547,503,323,,,1527,45,587,540,606,
2134,83,1748,223,124,75,619,342,367,,,2145,92,760,420,530,
2135,108,1775,242,118,53,584,266,392,,,2178,65,717,326,544,
2136,82,1637,236,111,40,561,361,361,,,2024,49,694,446,542,
2137,79,1710,197,108,49,543,335,339,,,2115,61,671,414,451,
2138,103,1792,232,104,38,500,404,406,,,2216,47,618,500,491,
2139,83,1536,205,93,37,462,402,231,,,1659,40,499,434,483,
2140,65,1545,174,70,25,418,389,253,,,1669,27,451,420,468,
2141,70,1546,208,72,27,433,403,277,,,1815,32,508,473,515,146
2142,61,1449,197,54,22,358,680,157,,,1713,26,423,804,406,96
2143,57,1296,175,41,10,300,631,223,,,1544,12,357,752,393,124
2144,98,1503,211,57,23,442,,308,,,1752,27,515,,334,101
2145,112,1426,214,69,33,460,,300,,,1510,35,487,,306,98
2146,111,1474,202,93,41,547,,308,,,1561,43,579,,268,98
2147,102,1297,173,56,16,600,,307,,,1382,17,639,,243,90
2149,103,1409,191,45,21,520,,190,,,1482,22,547,,261,83
2150,97,1405,183,72,28,561,,248,,,1488,30,594,,323,105
2151,96,1463,215,87,33,591,514,297,,,1539,35,622,541,297,123
2152,105,1481,238,109,43,561,536,367,,,1568,46,594,568,266,91
2153,111,1557,248,95,50,551,533,342,,,1670,54,591,572,300,132
2154,108,1521,241,76,32,473,534,315,,,1621,34,504,569,269,114
2155,88,1434,234,62,32,470,504,251,,,1508,34,494,530,266,125
2156,74,1398,208,72,26,336,583,165,146,,1490,28,358,621,273,127
2157,92,1391,200,79,45,379,595,220,,,1483,48,404,634,231,115
2158,103,1431,179,75,41,392,561,170,,,1505,43,412,590,219,128
2159,93,1412,196,69,17,354,477,170,,,1845,22,462,623,199,102
2160,101,1451,236,74,46,380,471,182,,,1679,53,440,545,249,111
2161,90,1501,221,80,48,454,573,138,119,,1579,50,478,603,220,144
2163,98,1747,266,95,84,471,443,122,87,,1838,88,495,466,204,153
2164,101,1705,263,80,90,516,430,112,74,,1805,95,546,455,186,149
2165,98,1730,285,86,101,494,507,87,56,,1832,107,523,537,197,169
2166,92,1606,255,65,122,438,527,84,69,,1712,130,467,562,211,137
2167,79,1540,230,62,78,364,451,101,,,1652,84,391,484,200,161
2168,97,1677,264,65,115,485,486,77,,,1764,121,510,511,205,168
2169,98,1683,290,62,124,467,396,65,,,1770,130,491,417,187,184
2170,90,1710,269,50,146,517,435,91,,,1835,157,555,467,170,175
2171,92,1861,278,87,150,444,402,62,,,1958,158,467,423,173,173
2172,93,1656,268,68,108,408,421,88,,,1765,115,435,449,169,134
2173,76,1606,277,57,122,366,411,33,,,1689,128,385,432,201,150
2174,97,1532,217,44,87,402,508,33,,,1633,93,428,541,190,166
2175,98,1572,254,43,133,430,557,20,,,1664,141,455,590,190,149
